Geneid,2_CK_7U,2_CM_7U,24_CK_4,24_CM_4,40_CK_2,40_CM_2,41_CK_3,41_CM_3,8_CK_7,8_CM_7,BER_CK_1,BER_CK5,BER_CK6,BER_CM_1,BER_CM5,BER_CM6
DHA2_11436,7083,13221,5661,7041,7424,13410,5858,10836,5840,14544,8600,5778,7672,11487,11297,10962
DHA2_11442,4469,2444,3014,2295,2069,1192,3000,1950,4955,3267,6488,4560,5247,3484,3127,4635
DHA2_11446,6073,4107,5897,3319,4559,2421,7320,4873,7244,5526,11126,8169,8118,7542,8704,6939
DHA2_114462,15989,10198,13121,9531,12407,9970,11210,8943,13517,10447,19325,13144,14318,11952,12430,13734
DHA2_11449,3857,3731,3528,2797,3400,2629,3175,3310,3031,3541,3069,3511,2886,2950,3577,3374
DHA2_114546,5529,4129,4260,3319,4146,3183,5437,3800,5635,4482,7663,5277,5902,5492,5414,6096
DHA2_114609,298756,205414,191114,203740,242673,192750,223720,162554,309836,227528,294291,225845,247305,208373,243724,204067
DHA2_114670,2556,3615,3068,2958,3317,3609,3041,3525,2436,4518,3245,2333,2642,3525,3977,3262
DHA2_114776,46921,40372,34519,30800,41114,34711,30895,31170,39351,47948,40517,32553,37163,32390,38582,39195
DHA2_114815,21124,17254,11555,13569,18897,11992,15473,13731,32984,29281,20334,14650,20285,15471,18012,22940
DHA2_11486,8529,13873,8467,8107,10577,11709,9007,11526,8109,14262,11365,8427,10095,13523,13362,12552
DHA2_11487,4449,6413,3345,3197,4568,6730,3559,5181,3644,7683,5422,3845,4443,5675,5921,5718
DHA2_11488,11565,13329,11282,10788,13767,15219,11007,13424,11393,18973,14593,10579,12415,16016,16296,15133
DHA2_114885,9046,9392,8654,8195,10496,10716,5879,7507,8050,11239,10769,7994,9079,8019,9374,10037
DHA2_114912,9072,8267,8101,7722,8078,6500,6969,6376,8459,8287,11764,8300,9358,8397,9663,9529
DHA2_114921,15316,17307,15198,15357,16498,13350,12485,16655,15717,21296,20558,15815,18171,15558,21391,19094
DHA2_114937,6628,7359,6672,6514,8808,7734,6756,8759,6688,10817,10327,6929,8264,8761,9817,9729
DHA2_11495,15156,14076,12395,10955,17976,16212,12490,12816,12138,15087,18200,13039,14810,13249,13338,14600
DHA2_11497,8555,9374,7908,7533,8734,7572,8128,8966,9416,11060,12072,9012,10079,8864,10301,10603
DHA2_11499,1687,2115,1975,1743,2350,1450,2301,2400,2552,3390,2279,1711,1626,2595,2905,2414
DHA2_115052,22071,55078,12551,23397,44323,56792,19787,51467,24351,89073,19864,16385,16205,58074,60577,34754
DHA2_115159,15595,14673,10999,9829,9520,8995,9743,9301,13006,17478,17916,12633,16933,14327,13846,19214
DHA2_115239,15357,18453,17963,20788,21853,25616,16799,22051,15534,29971,21344,15044,19042,18955,24449,24374
DHA2_115245,9122,7709,8558,8603,9197,7101,8245,9303,9410,9276,13086,9355,10693,8285,10257,11128
DHA2_11554,9497,6465,6365,4475,4978,4428,7918,4861,8050,5661,10638,7103,8108,6979,7338,8261
DHA2_11557,12377,13531,9016,8981,9001,9781,7829,10390,9536,14466,12318,9976,11072,9825,12501,12414
DHA2_11563,4632,3937,3364,2827,4171,4110,3387,2899,3191,3435,5433,3600,4300,3403,3291,3909
DHA2_11595,18638,24197,15107,14029,13988,15997,17159,17230,16896,20790,20937,14797,20625,20382,22770,24908
DHA2_11599,7896,7613,5211,4905,4835,4796,5585,5691,5925,6525,9596,6735,9705,6990,7891,10213
DHA2_11613,1494,859,1273,684,816,535,1473,737,1651,985,1865,1507,1752,1277,1370,1619
DHA2_11632,1083,832,885,887,909,877,741,736,770,990,854,805,769,738,878,780
DHA2_11638,3551,3080,3372,2753,3187,1756,3398,2915,3834,2816,4376,3643,3734,2831,3917,3669
DHA2_11647,3419,4997,3393,3129,5255,4023,3590,4327,3198,4224,3149,2595,2860,3698,3934,3755
DHA2_11649,3515,2153,2128,1314,938,777,2020,1364,2331,1530,2864,2337,2944,1477,2031,2140
DHA2_11654,273388,217638,185468,127165,170605,185250,232026,161648,210340,150290,233504,165520,219864,183709,186619,218832
DHA2_11683,31533,29723,25791,20889,29285,31945,29186,22831,29802,29490,32993,24758,28859,34007,35580,32291
DHA2_11690,63,56,31,50,25,12,56,55,77,55,21,45,17,39,95,71
DHA2_11696,1991,1455,1854,1372,1685,919,2517,1501,2194,1551,2772,2095,2396,1992,2244,2221
DHA2_11713,3322,2885,3369,2142,4629,3972,4840,3571,3338,3029,3876,2834,3211,4062,3876,2953
DHA2_11714,3841,3418,3569,2802,3229,2009,2865,2812,3325,3471,4182,3081,3170,3257,3465,3596
DHA2_11720,35945,33416,28622,24540,26920,29562,29960,27997,34579,36675,54113,37805,47178,40648,40798,45688
DHA2_11740,9371,9476,8204,7278,8980,10425,8899,8286,8811,10919,13825,9413,11302,11298,10449,11555
DHA2_11755,4359,3864,3679,3001,3535,3632,4001,3664,3661,4556,5057,3450,4303,4821,4735,5202
DHA2_11771,1535,1892,1389,1263,1141,1312,765,864,1416,1634,1769,1252,1693,1221,1654,1781
DHA2_11775,10688,7474,7644,6684,5791,4251,6455,5266,10870,7144,12022,9799,10778,6770,9122,8841
DHA2_11866,1402,1196,1799,1283,1460,1143,1275,1045,1365,1188,1766,1461,1613,1213,1453,1518
DHA2_11867,12556,10899,12019,10229,11105,9806,11969,10865,12205,12139,18448,12813,14472,13834,14555,15973
DHA2_11884,4108,5324,5504,6459,8523,8268,6290,6594,3570,4429,4061,2737,2848,6901,5580,4470
DHA2_11885,7273,11058,9179,10026,14122,14832,6735,10484,6313,9475,9773,6570,7310,11553,11287,9527
DHA2_11925,1472,1551,1359,1327,1927,2228,1344,1620,1465,2401,1893,1611,1593,1597,1905,1414
DHA2_11932,9331,5501,6128,5192,4420,3084,5666,4945,11502,7383,15081,11609,11948,6863,8397,9672
DHA2_11950,53742,46866,44373,30384,52935,49942,48025,41632,47560,47998,57661,40378,51868,50491,45840,50723
DHA2_11953,24001,36567,25916,29598,29129,30705,20244,33242,26310,46442,31284,23443,26102,32946,37561,33894
DHA2_11956,654,923,734,588,858,834,627,792,750,1214,701,534,636,725,826,695
DHA2_11976,893,436,835,478,866,455,1029,376,900,379,1256,918,955,758,839,828
DHA2_11982,1721,1774,1994,1845,1825,1658,1690,1573,1512,1852,1821,1429,1565,1984,2077,2253
DHA2_11984,4777,5136,5201,4477,4437,4133,4499,4411,5015,5778,5272,4190,4929,4916,5620,5552
DHA2_11990,4617,6529,5069,4636,6152,7468,4859,5519,4239,7357,5440,3662,4508,6317,5811,5968
DHA2_11992,27339,25909,22843,20891,19096,24320,20069,20008,25046,29429,36489,25045,31341,27433,26644,33073
DHA2_12057,4920,3670,3714,2718,2360,2046,3160,2913,4292,3222,6976,4850,5720,4020,4558,5350
DHA2_12062,2079,1527,1824,1385,1360,699,2211,1490,2228,1584,2422,1992,2280,2034,2467,2646
DHA2_12063,19458,17945,20987,17609,21681,14211,23781,23566,15678,21101,21455,15319,20923,21682,21798,25525
DHA2_12071,2217,1909,2041,1814,1718,1314,1423,1581,2173,2158,3394,2386,2841,2083,2493,2596
DHA2_12074,1434,1279,3413,3177,1265,904,1324,1349,1527,1269,4358,3294,4099,3180,3535,3629
DHA2_12091,6824,3841,8121,4800,4258,2479,8806,4237,8826,4939,10631,8093,8932,9268,9925,9661
DHA2_12093,6609,4757,5829,4559,6170,5849,5383,4360,6462,5085,8143,5960,6334,5757,5348,6402
DHA2_12094,4981,3250,5292,3800,2483,1640,3244,3310,4465,3261,8597,5880,6958,3655,5070,5484
DHA2_12102,137009,87553,115783,70398,90879,68174,128888,80710,103312,81844,140265,99851,132772,106516,103960,116701
DHA2_12105,12214,6672,9281,7424,8398,5906,8904,5785,11865,6531,18008,11132,13154,9881,9671,11886
DHA2_121062,1759,2007,1642,1512,999,821,1034,1151,3391,3700,3288,2984,3009,2915,3894,3487
DHA2_12108,57553,27120,36115,24624,25386,17429,41057,19661,65827,29924,87959,62274,68711,41153,45251,45953
DHA2_12109,7634,6112,5334,4247,3909,3023,6048,4988,6006,4594,8156,5692,6602,6662,7153,7186
DHA2_12139,70104,42225,39211,23739,17961,18017,30312,21992,64017,38215,68650,55692,73418,33865,45379,53012
DHA2_12150,92184,71673,68447,49788,73691,63049,64585,51321,62307,59466,56117,39356,47386,41241,44222,46254
DHA2_12157,1274,1242,1105,1116,1169,1101,1041,1118,1044,1210,1915,1365,1470,1233,1428,1458
DHA2_12160,1147,984,1055,912,1234,1072,1363,1355,1114,1040,1499,1264,1360,1073,1235,1477
DHA2_12162,12823,16839,13802,14178,15488,21228,12477,17551,11759,21190,16873,12457,15135,17028,17887,19416
DHA2_12163,5741,8354,6046,7278,12025,14086,7743,11727,5445,11151,7625,5444,6342,8304,9383,8219
DHA2_12164,604,685,730,716,789,720,556,654,452,726,500,474,540,614,762,590
DHA2_12215,1669,970,1217,798,827,529,1039,711,921,554,1503,1208,1356,875,973,952
DHA2_12216,43631,40034,29742,24689,26282,30463,28093,26296,19198,18919,33490,24087,30671,25636,25561,31838
DHA2_12218,6093,7664,4240,4097,4500,7351,4539,5798,2446,4138,5759,4131,5522,5979,5964,5866
DHA2_12220,3246,3141,3116,2370,2280,2691,2754,2243,1569,1367,2280,1607,1658,1870,1734,1720
DHA2_12223,21063,29091,18967,20700,21752,31156,14384,22344,9862,19686,21843,15063,18333,21160,22552,23402
DHA2_12224,5252,12539,3806,3784,3928,7012,4542,7443,1997,3584,5006,3076,4409,5033,5571,5429
DHA2_12598,12792,15390,10758,8048,9287,7477,11308,10958,12108,11639,13962,11147,12287,11592,12389,11857
DHA2_12657,1373,809,1194,1037,1006,798,784,610,1228,968,1947,1316,1476,1139,1122,1446
DHA2_12741,4018,5921,4165,3876,6178,6187,4186,5111,3971,7166,4655,3627,3754,5920,6429,5492
DHA2_12800,3760,2235,2509,1719,1911,1211,2195,1310,3994,2472,5776,4468,5340,2781,3467,4160
DHA2_12807,1489,898,1417,991,1241,899,1059,760,1651,1133,2220,1722,1892,902,1270,1440
DHA2_12820,1737,2685,1620,1727,3175,4580,1287,2291,1204,3320,1625,1161,1325,1994,2137,1686
DHA2_12853,3062,3122,3165,2796,3139,2594,3352,3588,3481,4616,4465,3448,3976,4058,4819,4753
DHA2_12867,8383,12854,8196,7794,10237,10772,5887,8407,8493,18407,8621,7759,7345,10287,11965,10367
DHA2_12885,11215,10261,12299,11427,16871,15080,15134,13627,13924,13425,22267,15724,17485,15481,17743,18530
DHA2_12920,2191,1537,1575,1064,1316,890,1906,1056,2333,1536,2536,2037,2231,1463,1910,2058
DHA2_12941,3836,4830,3351,3376,4243,4004,4205,5331,3345,6504,4337,3231,3693,5046,5372,4635
DHA2_12942,2302,2438,1701,1651,1883,2197,1866,1887,1994,2532,2485,1855,2234,2410,2383,2443
DHA2_12945,8690,9087,8055,6645,8024,7671,7815,7513,8126,9390,12988,9505,11917,11405,11524,12564
DHA2_12949,10016,8689,8153,6475,10133,7495,10578,8089,9045,8500,11314,9054,10313,10728,10957,11095
DHA2_12950,15189,13039,14844,8000,16384,12916,15035,11779,13342,12596,14634,9995,12930,12838,13360,12782
DHA2_12953,1421,1119,958,721,1246,889,861,834,964,937,1253,921,1232,785,970,1038
DHA2_12981,60505,52835,90264,60694,53224,49464,56827,49852,50484,53443,61571,46338,58422,52573,54798,54029
DHA2_13000,11748,11210,11628,10389,12674,13288,8126,7864,8606,9582,13064,9175,10709,9715,9358,9705
DHA2_13007,7484,11224,7729,8147,8926,9996,7661,9795,7160,11631,11002,7810,9335,9765,11732,11386
DHA2_13055,6143,5334,5164,4523,5059,4153,5226,5153,5459,5820,7898,5758,6846,5882,6196,6563
DHA2_13075,14741,8759,11845,7100,8110,5404,20331,8762,21548,8162,21850,18101,16232,13293,19652,13068
DHA2_13104,2563,3119,3200,2774,2893,2692,2457,3054,2312,3556,3339,2153,2967,3333,3284,3624
DHA2_13109,3450,3894,2024,1867,1860,2167,2628,2595,2872,3571,3833,2822,3358,3610,3757,4036
DHA2_13127,7674,10260,5462,5135,6966,8379,6029,6786,6133,8960,9133,6843,8136,8795,9320,9800
DHA2_13133,9800,6468,8456,6732,7270,6345,9273,6529,9890,7447,16809,10343,11570,10261,9719,11344
DHA2_13143,2743,3446,1955,2097,2134,2806,2287,2670,2633,3526,3258,2469,2994,2863,3479,3681
DHA2_13156,2341,2700,2349,2223,2445,2258,1718,2083,2203,3555,2876,2073,2204,3078,3022,2740
DHA2_13164,993,913,1277,842,1215,698,1225,832,1015,919,1448,939,958,1303,1165,1032
DHA2_13196,7082,6733,5726,5458,7432,5650,6367,6143,7318,7682,8936,6970,8058,7035,8057,8867
DHA2_13201,2703,2345,2307,1846,2483,1866,1348,1520,2565,3425,3038,2339,2855,1848,2614,2786
DHA2_13210,4778,4382,3585,2903,3858,3613,3513,2758,4986,3781,6193,4322,4235,4504,4577,4631
DHA2_13215,11695,11057,10469,10057,12284,11545,7506,8929,8313,12643,13728,9695,10923,10494,12264,12055
DHA2_13220,9156,9088,6935,6456,4877,5597,4816,5285,7240,8711,10001,6835,8971,7609,8336,9875
DHA2_13223,1707,1232,1262,1063,976,563,1150,1071,1677,1338,2029,1576,1862,1258,1718,1771
DHA2_13225,3402,2862,2184,1701,1910,1373,2187,1922,2500,2593,2933,2483,2855,2353,2627,2533
DHA2_13231,1183,2624,1003,1439,1907,2902,935,2416,980,3076,1136,879,936,1618,1880,1206
DHA2_13262,4855,4309,3293,2949,3766,4113,3594,3838,4888,4746,5377,3976,4295,4338,4452,4330
DHA2_13272,7631,13291,6043,7241,9848,12027,5331,9012,5136,11922,9144,7243,12603,15097,18141,21382
DHA2_13273,9942,18550,8965,9593,10618,16905,8024,12782,9420,18914,12310,9378,9851,14357,15893,14747
DHA2_13274,3169,5016,2486,2797,2292,2704,1768,3508,2845,5266,3370,2736,2935,2983,3594,3349
DHA2_13288,10661,10202,10346,9156,9583,11095,7608,8365,10678,13173,16548,10224,12368,11181,11199,13078
DHA2_13310,4700,27457,7646,13389,31368,44491,12880,32290,5054,56396,4699,3554,4248,17832,17305,8202
DHA2_13323,10982,7173,7272,5795,6323,4414,7623,5954,11019,7775,14165,10430,12956,8501,9371,11699
DHA2_13329,16039,14452,13335,11497,12631,12220,15305,12342,11545,14016,54047,32002,37876,45770,43496,45044
DHA2_13342,3164,2441,3093,2354,2617,2497,2829,2067,3001,2504,3959,2887,2805,3156,2864,2939
DHA2_13346,6478,6112,5957,5853,5748,4969,4680,4978,5764,7329,7152,5700,6239,5808,7105,7028
DHA2_13350,18286,18747,13840,11914,14475,17012,14865,14882,17386,21649,24985,17317,20497,23559,22556,24388
DHA2_13352,6097,5114,4675,4308,4391,4471,4199,4434,6363,6261,8608,5814,6918,5213,6107,7161
DHA2_13354,5215,5199,4979,4755,7523,7290,4625,4906,4403,5936,5387,3988,4094,5148,5382,4886
DHA2_13360,5519,3976,3905,3528,3435,2532,4320,3348,4849,3937,7663,4962,6534,5259,5611,6845
DHA2_13372,11623,9783,8760,7306,9054,8783,10499,9196,11202,10806,16523,11829,13843,10558,12379,13402
DHA2_13412,6720,6655,4870,3821,4618,5131,4879,4063,4686,5769,5755,4523,6197,5756,6769,7047
DHA2_13413,3631,4941,3590,3545,4850,4960,3102,4240,2901,5009,4095,2872,3825,4405,4385,4618
DHA2_13428,2915,3379,2662,2646,2825,3413,2409,2743,3206,4883,3578,3017,3556,3747,4396,4341
DHA2_1345,65656,70168,75411,55768,68875,60254,54209,53376,73690,66908,80386,58726,73823,64321,66582,71416
DHA2_13452,17886,17771,16574,14183,12730,10484,12177,15363,15327,19439,21897,15819,19965,15253,19302,19587
DHA2_13467,9050,6294,9880,7535,8080,6302,8245,5926,9583,7698,16728,11757,12555,11558,10492,12827
DHA2_13478,7858,9076,11885,9101,15091,11105,9286,8399,7901,8859,9024,6952,7643,8587,10049,9417
DHA2_13500,34337,24775,21320,16531,16156,14610,21738,16462,28448,24978,37990,27562,34868,22885,25296,31612
DHA2_135001,5680,897,597,613,346,519,753,1051,857,1071,587,562,499,666,990,640
DHA2_13512,3502,3911,3019,2684,3630,3626,3662,3489,2973,4404,3092,2200,2796,3319,3222,3099
DHA2_135231,37826,35334,26166,21015,10964,12964,23988,24452,14417,15612,8947,9153,9719,8975,13251,8723
DHA2_13528,7140,4683,6739,4694,4422,2567,4658,3427,6143,4455,9211,6736,8756,4915,6050,7236
DHA2_13539,6268,8745,8092,7139,11366,11855,8842,9030,6678,8004,6325,4767,5199,7846,8781,7285
DHA2_13550,4096,3977,4905,3278,5374,4193,4986,3711,4299,3707,5336,3634,3793,4931,4773,4355
DHA2_13561,51206,47020,42905,25772,39845,41076,50622,31707,36964,38178,44304,28887,31982,42505,34688,36491
DHA2_13575,2280,2185,2482,1748,2504,2261,2409,1642,2185,2232,2373,1698,1678,2239,2307,1972
DHA2_13584,43883,38086,33543,26658,22690,25079,29116,26535,38653,36336,49832,35682,45517,36493,38447,47339
DHA2_13590,13010,11671,12559,10546,9576,9167,10424,9598,12188,11119,5529,5393,6620,3338,5255,4956
DHA2_13603,10129,10562,8014,7934,10530,9583,10531,7980,9280,9356,12069,8350,8087,13126,11877,10668
DHA2_13606,6144,4399,6281,5608,5475,4120,4373,3760,5366,4252,6533,4203,4877,3818,4335,4552
DHA2_13608,72766,126517,67413,104771,265973,446690,86353,175209,67248,237615,98817,70397,78853,187857,173035,105599
DHA2_13616,5720,5222,4663,4224,4567,3137,4701,3714,5449,5729,6824,5159,6054,6488,7017,6625
DHA2_13622,4344,3300,3576,2523,3288,1581,3847,2990,3011,3152,4772,3934,3942,4281,4396,4096
DHA2_13651,14264,9866,10352,8433,6294,5612,10812,7982,14383,10877,20902,14592,18352,10684,12047,15914
DHA2_13652,1122,1136,791,777,866,729,1085,843,1054,1006,1469,952,1167,1026,1220,1227
DHA2_13667,4454,3891,4489,3667,5775,4054,4219,3721,3380,3333,4667,3185,4134,4303,4269,4416
DHA2_13694,6226,8596,6574,6585,8831,7881,7481,7243,6278,7835,5286,3724,3824,6463,6064,5517
DHA2_13699,3337,2990,3006,2357,3426,2688,3441,2737,3214,2979,4460,2963,3764,3511,3363,4010
DHA2_13749,5838,5534,4748,3974,4932,4495,4747,4079,5180,6449,7025,5335,6733,5248,5843,7026
DHA2_13756,8480,11803,7484,6192,9695,10546,8445,8825,3635,6266,7396,5406,5933,8558,7844,7412
DHA2_137603,23646,15789,14915,11467,11487,8072,14548,10863,21405,18999,27168,19263,25701,19352,19308,23628
DHA2_137609,2637,2878,2437,1983,2538,2203,2430,2295,2220,2781,2883,1968,2024,3069,2725,2800
DHA2_137619,356,178,338,177,154,117,155,122,255,203,352,256,303,177,231,250
DHA2_13766,22855,13746,15602,12606,12313,10479,15913,11572,18273,14270,27990,19081,22953,15645,15482,20549
DHA2_137685,13391,8134,8971,6865,7202,4417,9445,5666,12531,8882,16057,12223,14636,10362,11076,13688
DHA2_137695,30942,26805,32432,29078,31250,27307,25142,25123,32910,30913,47018,31928,38184,31315,32902,38591
DHA2_137698,8098,10527,7469,6762,6677,6813,5713,6655,7474,10928,9953,7083,8151,10601,10300,9893
DHA2_137705,5254,5430,4308,4936,5585,5515,4255,5044,4756,7142,6090,4259,4690,5849,6313,5670
DHA2_13771,10579,11547,7934,8617,16451,19910,8623,10141,10917,18683,15006,10002,12105,15993,16508,13830
DHA2_137712,34344,30556,41313,33741,27184,16979,32193,28143,44413,43065,65666,49121,52290,36007,47378,35796
DHA2_137719,2917,4402,3172,2884,4034,3230,3940,4304,2924,4804,3489,2429,2689,4086,4392,4051
DHA2_137746,7048,10740,8589,9667,13445,13562,7815,11159,5409,9648,9879,6546,7399,11331,11885,10189
DHA2_137748,20351,17107,19877,18004,16296,12020,13299,14731,16492,17662,23482,17955,19810,17877,20754,21327
DHA2_137749,8647,6686,7338,6950,7677,6102,6016,6669,7536,9127,13740,7955,9748,8024,8275,8703
DHA2_137754,19653,28798,22054,24360,24804,30077,15740,24624,14711,33387,19397,13987,16097,24794,25584,23358
DHA2_13787,2793,3647,3103,3057,4495,4522,2821,3094,3066,4077,3382,2391,2510,3295,3541,3381
DHA2_13790,9832,8421,7889,8038,6354,4758,5377,5984,8282,8235,10978,8029,10438,7212,8910,10025
DHA2_13791,12292,14474,9220,10118,10639,10426,10492,11567,9387,16417,14422,9680,13810,14733,16278,17343
DHA2_13809,4156,3996,3692,3489,4864,4148,2955,3295,4332,4604,5957,4526,5659,3957,5052,5405
DHA2_13825,18070,11495,21583,17378,16010,9356,17653,11388,19608,11971,27988,19736,22248,14781,16609,18864
DHA2_1383,2799,2157,2716,1596,2670,1772,3468,2184,2956,2238,3821,2677,2792,2950,2960,3167
DHA2_13832,2367,2404,2054,1787,3284,2554,2717,2323,1776,1985,2506,1651,2149,2597,2717,2424
DHA2_13838,1587,991,1210,895,737,403,1084,978,1729,1213,1793,1611,1757,1037,1406,1525
DHA2_13851,3785,2623,3342,2812,3232,2693,2535,2237,3206,2356,4330,3192,3601,2559,2720,3308
DHA2_13852,4186,2306,3130,2366,1928,1193,2183,1706,3162,1903,4333,3075,3677,1983,2481,3028
DHA2_13864,158463,504711,135856,259894,547491,692340,281726,513788,150040,637479,220621,160396,121071,472734,449655,287699
DHA2_13874,4243,7186,4650,5144,14607,10301,5182,5648,5137,8626,4805,3771,3117,6852,7413,5844
DHA2_13875,16236,17703,11621,11870,12601,13017,10257,13318,13061,19644,16607,12216,14487,15562,16960,16694
DHA2_13876,3168,2686,3367,2554,2647,1844,2927,2379,3093,2679,4153,2995,3254,3566,3794,3144
DHA2_13897,10315,13545,13435,12288,12374,10187,9726,10342,11984,13340,11370,7240,8046,14424,13805,12143
DHA2_13904,4466,5626,3921,3370,4145,4293,4254,4282,4766,6320,5742,4484,5368,5345,5558,5656
DHA2_13914,14529,18350,13243,13278,17868,18074,12794,19091,13085,22728,17588,12718,15855,19147,21401,20138
DHA2_13921,21245,21661,15492,13565,15518,12491,20051,17010,18128,23703,22345,18102,22540,21384,26125,24331
DHA2_13924,3260,6293,3992,4356,6642,5688,4369,5702,2886,5865,3708,2478,2966,5144,5371,4545
DHA2_13926,2236,1913,2389,1861,1916,937,2392,1590,1982,1665,2395,1732,1672,2490,2389,2306
DHA2_13930,7960,15622,9323,8703,10659,14600,8209,11225,7170,13115,9037,6482,7208,12173,12268,10209
DHA2_13942,3931,6941,4530,5065,6620,6479,3807,5913,4362,8067,4088,3214,3092,6333,6190,4695
DHA2_13943,10136,9493,8758,6712,8373,7705,8252,6434,9548,8847,11899,8707,10432,9821,10405,10234
DHA2_13963,1985,1780,1499,1290,1545,1098,1375,1312,1653,1415,2711,2878,3095,2765,3567,3542
DHA2_13981,27263,19690,19380,15270,12539,13387,15733,13806,20742,17169,24197,15924,20672,13850,15564,17569
DHA2_13988,6689,6720,6814,6311,5914,6179,5173,5703,6702,8312,9418,6726,8007,6978,8214,8879
DHA2_13996,3375,3718,3672,2596,3315,2099,3003,2785,2820,3055,3382,2738,3311,2578,3291,3079
DHA2_13998,17916,27087,20391,22441,29266,39562,15659,26860,18139,43797,31300,21267,27686,32472,33462,33183
DHA2_14004,8972,9985,8985,7268,8879,8928,9348,8845,8512,8138,13073,9424,11128,10136,10534,11541
DHA2_14019,96499,85094,62122,50666,73420,51124,143555,99202,97158,107225,119708,79070,117527,98188,99503,122052
DHA2_14030,4299,3028,2655,2084,2346,2253,2415,2189,3057,3083,4450,3788,3850,2626,3274,3382
DHA2_14044,1481,1554,1213,1114,1056,827,917,1032,1387,1401,1319,1169,1127,937,1405,1210
DHA2_14046,2015,2360,2492,2067,2471,1998,2979,2281,2294,2041,2468,1726,1835,2966,2881,2433
