Geneid,2_CK_7U,2_CM_7U,24_CK_4,24_CM_4,40_CK_2,40_CM_2,41_CK_3,41_CM_3,8_CK_7,8_CM_7,BER_CK_1,BER_CK5,BER_CK6,BER_CM_1,BER_CM5,BER_CM6
DHA2_153556,9903,12360,10074,9218,12378,12099,7758,9216,8507,12885,10881,8193,9577,9820,11261,11606
DHA2_153557,616,606,723,523,848,383,455,436,670,503,628,535,476,346,412,391
DHA2_153559,336,325,403,254,490,207,244,241,278,213,368,296,255,211,312,177
DHA2_153571,11485,11357,6919,5822,6945,3946,6072,5505,8804,10487,7367,7182,7278,4636,7017,7139
DHA2_153578,1766,1492,1441,1274,973,750,1316,1042,649,513,1449,1102,1191,1123,1346,1423
DHA2_153579,20743,16009,16002,13988,11770,10009,12949,11260,17682,16500,21358,16076,19858,13447,15813,19324
DHA2_153580,73755,50549,69411,52966,61473,43324,61978,53376,67922,51891,95348,67829,87078,52315,67071,72004
DHA2_153582,11247,15398,11424,10116,13337,16489,10430,12506,7853,15658,11835,8335,9912,13172,12144,12571
DHA2_153583,1635,1937,1681,1266,1748,1107,2009,1512,1070,1606,1265,1015,1058,1199,1547,1300
DHA2_153584,5187,2750,3559,2565,2963,2544,3717,2026,3377,2679,4491,3322,3984,2859,2784,3664
DHA2_153588,17128,18531,20292,25502,42772,30762,10795,13273,13526,16074,9042,10101,9506,8040,14260,10718
DHA2_153591,30014,26362,24492,22418,19381,14124,20222,18890,23977,27387,35435,25561,32276,23878,28467,28972
DHA2_153593,1811,1506,1804,1485,1573,1383,1082,1161,1769,1550,2236,2032,1998,1324,1858,1653
DHA2_153595,8587,8875,8914,7923,9490,8437,7170,7734,8311,9906,9673,7856,8708,8492,9628,9111
DHA2_153596,7621,10377,6181,6134,6249,7925,5111,8150,6068,10417,6727,5142,6067,5210,7309,6744
DHA2_153597,12963,14236,9349,9798,9040,7228,7294,8550,8356,12655,11701,7695,9314,7850,9243,9596
DHA2_153598,5845,5495,3847,3741,3612,2435,3655,3925,4210,4781,4527,3464,3745,3761,4417,4346
DHA2_153599,3381,3429,2949,3164,2423,1515,2088,2042,3035,3483,4446,3674,2758,2946,3535,2785
DHA2_153600,2737,2221,2753,2752,2025,1438,2047,2232,2282,2182,3095,2429,2459,2592,3096,2797
DHA2_153601,1926,2070,1894,1725,2618,1956,2314,2322,2027,2212,1957,1753,1637,2014,2633,2029
DHA2_153602,12755,12093,9950,9037,13075,12842,8401,8671,8838,12744,10584,8466,10281,9547,10235,10418
DHA2_153603,380,375,427,348,717,676,220,284,264,450,308,285,349,280,298,206
DHA2_153604,3182,2884,2223,2202,2406,3292,1588,2112,2103,3051,1681,1612,1967,1324,1849,1422
DHA2_153605,16043,12382,9851,7610,7864,7334,11046,9198,11072,12577,904,1614,2959,857,1831,1851
DHA2_153606,3080,1846,2506,1434,1067,635,1863,1177,2570,1711,43,230,405,82,226,192
DHA2_153610,15708,11252,15841,13512,10072,7332,10343,9131,14933,10941,22292,15945,17978,13272,15447,16258
DHA2_153612,16206,13425,15962,15032,11606,9169,13554,11698,17563,15878,24842,17754,20942,17208,17782,21718
DHA2_153613,2679,2544,3383,2891,2088,1481,1775,2020,2823,2701,3281,2672,3222,2402,2609,2967
DHA2_153614,5754,4174,6359,5027,4000,2495,3907,3828,5039,4355,5389,5199,5085,3632,5216,4888
DHA2_153615,4565,4665,7232,5535,5189,3899,4355,4495,4923,6167,3734,3767,3361,3617,4434,3375
DHA2_153616,5341,3219,4196,3273,2644,1850,3471,2658,5096,3454,5363,4867,4950,3439,4201,4301
DHA2_153617,2009,1158,1985,1265,802,537,1176,1013,1568,943,2259,1695,2029,1123,1476,1509
DHA2_153638,14552,29209,21388,24050,15806,12831,10979,11642,23033,41568,19705,14498,15917,33153,32121,37420
DHA2_15364,8484,5972,8152,6614,5601,2941,7312,5109,9474,6670,16252,9621,11806,8321,9104,10464
DHA2_153646,6681,5889,7263,5842,8234,5639,5805,4639,11166,9981,10053,8255,8357,8991,10858,9625
DHA2_153651,7869,9339,9007,7862,9313,7444,8516,9706,7084,11442,9559,6896,8602,9934,10253,11140
DHA2_153652,1495,2206,1341,1188,1349,1506,841,1635,1358,2745,1620,1232,1502,1547,1930,1787
DHA2_153653,4047,6332,3426,3286,5782,6258,4053,4458,3461,6744,4389,3254,3661,5385,5499,4687
DHA2_153654,3055,4515,2593,2551,3271,4292,2558,3202,2793,5297,2967,2416,2964,3778,3932,3305
DHA2_153655,1438,3823,1417,1816,1537,2734,1174,2546,1236,4560,900,1253,875,2662,3342,1700
DHA2_153656,4574,8342,4727,4837,10200,13767,6859,10014,4760,14121,4780,3790,4436,6260,7736,5946
DHA2_153657,12951,21791,12378,15733,44815,58970,19794,34312,15015,46140,15147,12417,13270,22271,28499,15245
DHA2_153658,3477,59732,4932,19550,91238,158968,36477,69836,4599,172307,1719,1723,1383,78542,66955,7570
DHA2_153659,3256,12337,3215,6155,17271,42205,6313,18739,3533,46713,5013,3447,3609,19572,18376,4847
DHA2_153660,5122,7032,4427,3256,4347,3753,5421,4008,7336,8758,6150,4264,4575,7010,6741,5682
DHA2_153661,323,715,356,384,490,491,393,664,424,821,390,307,353,512,645,562
DHA2_153662,5899,5984,5107,4933,5807,5473,5212,5107,5437,6546,6550,4758,6313,6395,6843,7259
DHA2_153667,413,1122,2784,4817,840,1119,570,872,921,1481,588,537,600,949,1103,966
DHA2_153669,1386,1711,1382,1175,1472,1277,1145,1233,1266,1544,1543,1339,1378,1235,1506,1492
DHA2_153671,1720,1310,2118,1566,1146,794,1289,1032,2261,1262,2284,1730,1809,1430,1769,1781
DHA2_153672,4002,4121,5253,4348,3130,2225,3107,3110,4092,3976,4466,3947,4031,3265,4470,3979
DHA2_153673,8342,9535,8941,8722,7411,6782,6674,7910,8656,10562,9499,7588,8018,8535,10111,9868
DHA2_153674,11444,11860,13128,12917,10625,9338,9265,11047,12262,13966,12488,10401,11104,11119,13272,13141
DHA2_153676,10335,9790,9825,9947,8520,7538,9274,10370,12285,12098,15916,11534,12836,8634,11535,12226
DHA2_153677,5195,5733,6388,5933,4830,5592,3904,4412,5223,6689,5084,3888,4709,5147,4678,4995
DHA2_153678,3121,3906,3605,4008,3278,2739,2777,3292,3255,4932,3997,3249,3268,3831,4550,4274
DHA2_153679,522,618,974,881,443,307,428,532,755,655,621,571,507,530,634,670
DHA2_15368,6915,11669,7675,8497,11104,12056,7000,10466,6231,13461,8797,6614,8035,10832,11380,11145
DHA2_153680,4328,3818,5436,4164,4157,3183,3993,3252,4344,3556,4894,3700,4261,3739,4007,4310
DHA2_153681,506,906,625,657,723,1098,482,754,471,1120,376,454,504,617,840,656
DHA2_153682,1392,1620,1792,1586,1557,945,1375,1420,1263,1347,1289,1046,963,1291,1668,1313
DHA2_153683,770,644,596,573,457,419,463,426,602,619,719,573,660,492,700,605
DHA2_153684,5065,4844,4899,4448,3665,3011,3676,3827,4658,4865,5713,4472,4962,4560,5380,5345
DHA2_153685,3146,3051,3258,2792,2404,2020,2540,2402,2997,3373,3315,2750,3070,2939,3413,3151
DHA2_153686,152104,146758,129246,93665,84370,81530,132843,108709,151487,131291,168529,128175,160391,122346,145566,163687
DHA2_153692,2261,1512,2017,1736,1280,799,1262,1210,2000,1736,3337,2344,2472,1761,2084,2205
DHA2_153693,8568,8448,6485,4259,4008,5773,7147,6724,7635,5812,7855,7644,6817,4119,6126,5439
DHA2_153694,23469,22807,24766,20496,16937,21769,18747,17932,20514,25618,29797,24307,26971,24310,28514,29470
DHA2_153696,2092,2219,3869,3318,4428,3429,1816,2319,2636,2432,3095,2392,2481,2231,2230,2235
DHA2_153697,5812,4786,7143,5989,4415,3441,3556,4419,6067,5740,7950,6626,6788,4115,6414,5728
DHA2_153698,4321,4093,4159,3684,3319,2723,4081,3680,4459,4196,5144,4487,4557,4264,5041,4905
DHA2_153699,10129,8316,9773,8578,9024,7862,6701,6270,10343,9837,14516,10641,11969,8376,10439,11098
DHA2_153700,4913,4343,4962,4563,4103,3837,4623,3317,5536,4961,6596,5336,5685,4290,5253,5512
DHA2_153702,4044,3776,3357,4014,2949,2932,3151,3519,4019,3994,5251,4178,4222,3267,4375,4238
DHA2_153703,10016,9609,9170,8754,6284,4650,6414,6116,7910,7134,8353,7558,7648,5477,8250,7635
DHA2_153704,3153,3198,3022,3466,3089,2546,1978,2525,2571,2908,2594,2581,2557,1827,3140,2404
DHA2_153705,13201,18241,16406,16803,25868,24796,10455,13732,14099,31276,12587,10993,11649,15391,18917,16286
DHA2_153708,5264,6376,4200,4052,5227,4538,5079,4868,4965,5334,6330,4702,5227,5850,6055,6240
DHA2_153709,2168,3535,2128,2322,3594,3171,2396,2517,1563,2179,2246,1283,1761,2330,2356,2291
DHA2_153711,78,85,64,67,68,44,56,68,78,95,65,63,38,47,78,62
DHA2_153713,8761,8517,7237,6104,7274,6201,7702,6298,6366,4987,8363,6333,7756,6717,7779,7633
DHA2_153714,3049,3086,3587,3501,4264,3982,2262,2457,2540,2465,2807,2398,2241,2296,2452,2254
DHA2_153715,10738,9493,8760,7420,6796,5432,6385,6152,8724,8257,11216,8514,10593,6807,8696,9190
DHA2_153716,5868,6479,5032,4988,4438,4366,3910,4473,5021,5348,6367,5313,6155,4509,6071,5651
DHA2_153717,1682,1955,1645,1613,1789,1602,1244,1384,1191,1591,1752,1200,1761,1483,1622,1763
DHA2_153718,11060,22293,9917,11857,16764,24309,9569,19068,8201,22268,10490,8157,9670,13195,16391,13046
DHA2_153719,6135,6240,5987,5124,6847,6252,4118,5306,4792,6270,6755,5236,5416,4657,6435,5633
DHA2_153721,140,111,81,109,83,87,119,127,97,127,83,79,82,88,148,110
DHA2_153722,11314,31212,9128,16014,35128,61658,14943,39411,9464,51567,11408,8300,10236,19730,25227,14758
DHA2_153723,1626,5151,1631,2981,6604,12063,2644,8298,1249,10232,1044,949,990,3771,4779,2345
DHA2_153724,6542,12507,6218,8319,12881,22263,4865,17138,5178,25138,6147,4930,5260,15155,14247,7040
DHA2_153725,4966,5693,4289,3988,4556,5762,3570,5740,3935,7091,4753,3892,4001,4539,5522,3811
DHA2_153726,8172,9096,7308,6473,7354,8752,7632,7533,7023,8696,8887,6288,7497,7171,8285,8053
DHA2_153727,4520,3370,4096,3317,3535,2384,2770,2832,3142,3321,5456,3506,4187,2734,3305,3620
DHA2_153728,4302,6187,4960,5665,7182,7168,4288,5675,3840,6887,4273,3389,3465,4731,5124,4375
DHA2_153730,7770,9921,7441,6823,11898,16179,10045,11610,7478,12460,12825,9602,10454,16538,16621,14314
DHA2_153731,1717,3086,1504,1837,5367,9253,1714,4062,1786,5358,2381,2133,1802,6467,5856,2843
DHA2_153733,5405,7894,6083,6629,8388,10820,4167,6749,6056,8542,12753,9572,10543,11783,14062,12651
DHA2_153734,3279,2979,2105,1805,1981,1621,2236,2025,2372,2504,4904,3739,4001,3669,4156,3996
DHA2_153735,3387,2041,2128,1587,1756,1300,1969,1512,2862,1699,4538,3625,4107,2423,2914,3208
DHA2_153736,354,172,372,202,179,97,314,166,309,144,418,332,372,378,330,318
DHA2_153738,300,193,366,296,180,141,247,191,174,133,357,234,271,215,270,294
DHA2_153739,259,186,528,430,147,120,197,163,273,182,968,641,669,609,697,739
DHA2_153740,42,41,231,229,33,21,28,30,25,24,291,216,228,232,260,254
DHA2_153741,167,170,3061,2787,56,41,80,79,88,68,3009,1765,1677,2521,2330,2291
DHA2_153753,807,2116,1378,1836,2672,3492,1473,2192,437,1010,832,722,758,1149,1543,1148
DHA2_153755,9197,9728,11997,8255,3722,3936,8415,8788,10694,10690,16672,12478,15095,7995,10623,12614
DHA2_153759,9061,21446,12840,43668,13737,16038,9124,19107,11835,26635,18494,12554,8685,55434,63613,24608
DHA2_153761,13166,9012,16462,15294,8859,6229,7861,6113,15995,10032,21022,14575,16214,13751,14750,16042
DHA2_153763,2301,1654,1742,1335,1773,976,1840,1360,2656,1565,2454,1802,1982,1270,1597,1642
DHA2_153764,6693,6158,9939,12482,13016,13880,6511,11497,9211,7926,13711,10482,11099,18388,20337,15089
DHA2_153766,3568,3918,3090,3015,3768,3256,3390,3828,4559,5558,3924,2904,3224,4362,4378,4527
DHA2_153768,1502,869,1280,1115,1028,795,629,599,1605,995,1711,1530,1542,801,1082,1305
DHA2_153769,22376,10132,8962,4747,8414,6767,10241,4958,24400,10087,39796,28640,33236,14688,15973,18408
DHA2_153774,1948,2316,3937,4614,2573,2443,2924,3498,2998,5267,19755,13922,14914,17509,16508,19458
DHA2_153775,455,298,62,46,135,85,145,157,80,101,109,99,93,93,137,132
DHA2_153776,258,220,168,156,147,128,131,146,86,100,120,84,82,125,147,114
DHA2_153777,64,38,16,29,25,23,34,38,34,36,37,41,17,58,50,41
DHA2_153779,3101,2470,2491,1980,1810,1585,2925,2117,2939,2347,2519,1741,1828,2488,2297,2228
DHA2_153781,3365,2984,2690,2391,2582,2273,2472,2379,2791,3002,2464,1530,1797,1968,1935,2043
DHA2_153782,183,168,107,84,163,93,124,98,88,61,74,48,52,36,78,57
DHA2_153783,5372,3862,5447,4167,5227,3577,4344,3202,4713,3569,5402,3514,3872,3545,3308,3667
DHA2_153784,7474,7540,7376,5905,8603,6288,7217,6984,5728,6584,7017,4889,4929,5698,5133,4511
DHA2_153786,11048,6722,9371,6822,5840,3349,7727,5690,10334,7411,7761,6073,6012,4509,5757,5997
DHA2_153787,8774,9102,8878,7436,9644,9186,7341,6770,8180,7899,8204,6232,5943,6388,6755,6397
DHA2_153788,945,911,942,649,555,400,964,613,1114,847,849,664,595,632,719,588
DHA2_153789,11443,10338,8519,8480,8576,8054,6781,7275,9171,10201,10866,7057,8317,7264,7927,9009
DHA2_153790,2839,3565,2341,2611,2735,3553,2331,2736,2517,3560,2631,1830,2048,2508,2639,2479
DHA2_153791,6362,9220,5172,5235,6534,8804,6276,7503,5558,8682,5632,4150,4488,5594,6157,5268
DHA2_153792,6254,7289,6611,5435,7397,7319,6192,5918,5222,6615,4908,3377,3421,4042,4392,4317
DHA2_153793,1969,4087,2725,2754,4190,4680,2644,3569,1737,3747,1463,918,1174,1928,2065,1613
DHA2_153794,528,561,643,540,827,424,806,634,490,365,322,345,319,228,372,338
DHA2_153795,598,590,893,725,743,337,752,553,537,554,689,418,297,311,411,354
DHA2_153796,1834,1373,1456,1226,2331,1528,1714,1308,2439,1774,26,100,223,34,122,106
DHA2_153797,3674,3030,2637,2376,2743,2191,2871,2339,2765,2560,4182,4374,4683,4138,5454,5528
DHA2_153798,5131,4292,3728,3062,3077,2579,4032,3258,5363,3287,11950,10131,9805,9163,11284,11161
DHA2_153799,6185,7591,5797,5812,7684,7757,4706,7584,5057,9445,23367,13330,17335,19878,19119,20069
DHA2_153800,5857,4811,3767,2954,3323,3499,3364,3437,4392,4091,20579,12308,15610,12311,12484,13647
DHA2_153802,13262,10524,11295,9680,7862,7950,10723,10150,11054,10925,60758,35198,41377,31486,33983,38559
DHA2_153803,1351,1417,773,740,644,702,953,872,1120,1448,3193,2583,2271,3411,3654,3267
DHA2_153805,3048,4699,3906,3869,4080,5082,2410,4845,2582,6202,11872,8060,8317,15542,13857,11404
DHA2_153806,3338,6087,4380,4638,4822,6130,3244,5603,3001,7040,12649,8681,9675,16730,15324,13016
DHA2_153807,1645,1916,1458,1321,1219,1032,1091,1334,1283,1775,5003,3703,3748,5235,5261,4753
DHA2_153809,4200,2835,4196,3563,3794,2368,3244,2464,3619,2773,16206,9360,10073,8693,8482,8907
DHA2_153811,2274,3624,2228,2378,3841,3330,6455,6414,2136,3465,5820,3277,2921,7238,6401,4764
DHA2_153813,11666,12730,11925,12095,12849,11150,8784,12153,10173,14390,28028,17837,20630,25445,25401,25621
DHA2_153814,4002,3765,4462,4156,4030,3048,3541,4146,3858,4564,2692,2404,3197,4422,4667,4473
DHA2_153815,3233,2733,3761,3372,3255,2309,2638,3205,3074,3751,1150,1391,1834,1469,2272,2333
DHA2_153816,11065,30169,28488,33991,35734,38380,23419,35024,24329,41815,1700,4546,6475,2444,7886,7112
DHA2_153821,24,23,162,167,325,176,239,252,151,162,26,53,44,37,48,42
DHA2_153822,236,138,574,473,616,348,507,457,440,411,457,381,355,256,405,347
DHA2_153827,185,109,65,69,114,81,194,130,432,265,234,207,237,122,198,218
DHA2_153828,4309,3414,3977,3152,1825,1025,3207,1967,6821,3760,3103,2637,2613,1880,2642,2512
DHA2_15383,19043,13589,16174,11901,11885,11663,18198,14678,15231,16262,20270,15676,19923,13954,14073,19043
DHA2_153830,247,757,207,383,324,421,308,573,606,876,225,173,173,445,591,456
DHA2_153833,2835,2648,2461,2185,1815,1116,2186,1970,2910,2309,3587,2602,3084,2117,2547,2786
DHA2_153834,5279,4006,4471,3502,2857,1496,3632,3134,4653,3616,4937,4372,4421,2958,4081,4439
DHA2_153835,820,608,522,410,363,239,584,430,637,404,554,640,545,336,518,511
DHA2_153836,1084,1386,815,881,751,756,805,987,941,1270,885,917,797,839,1256,985
DHA2_153837,14176,11115,12663,10303,11892,10211,12915,10358,11473,11142,14025,11993,13598,10589,14217,13336
DHA2_153838,16829,12637,11894,8874,12312,12049,13663,10588,14213,10213,20570,15128,17807,13712,15514,17073
DHA2_153839,3166,2724,3104,2468,3770,2778,3659,2577,2637,2503,3048,2295,2479,2907,3040,2761
DHA2_153840,12829,8225,13153,9850,10402,7224,10497,8751,10112,8247,16596,13020,14866,11254,12511,13815
DHA2_153842,726,1145,2933,3069,3384,3087,2551,2363,39,57,43,65,50,80,77,58
DHA2_153845,541,720,1584,1726,1331,1043,1082,1066,5489,7609,418,256,230,642,715,475
DHA2_153854,31,16,325,338,72,52,80,65,68,49,82,56,53,59,58,76
DHA2_153855,129,128,66,57,271,142,334,302,62,64,173,196,186,147,186,205
DHA2_153861,60752,17563,23199,8460,14089,6854,60032,16451,78352,18494,137505,109884,114042,43494,56652,50658
DHA2_153862,4514,4518,2912,2480,2845,3265,4164,3890,4092,4886,5223,4583,5592,6033,7064,6754
DHA2_153863,1031,943,591,536,521,684,495,598,719,875,1153,812,1255,924,1109,1465
DHA2_153864,3954,3201,2006,1837,1740,2302,1790,1897,2447,3021,3762,3144,4723,3159,3630,4596
DHA2_153865,98518,76688,68870,55614,50121,41905,110827,76928,104390,94720,116354,81206,128188,100999,106421,136928
DHA2_153866,4489,4288,4945,2945,5111,4324,5314,3791,4597,3429,6212,5119,5357,4660,5511,4961
DHA2_153867,5105,3389,3371,2239,3380,3899,3318,2658,4463,3265,6240,5131,6168,3237,4169,4341
DHA2_153868,3806,4665,4632,4159,4103,3075,3381,4082,3732,5175,4599,3823,4504,4940,5791,5370
DHA2_153869,1119,999,1204,1168,831,706,754,896,1076,1172,1295,1106,1356,1144,1398,1422
DHA2_153871,9212,6392,5768,4504,4761,3940,8313,5353,8692,7112,13610,9862,10334,8624,9762,10127
DHA2_153872,10186,5253,5605,4014,3717,3218,5065,3745,8358,5668,14606,10477,11780,6219,7396,8943
DHA2_153873,1064,1688,1033,988,1635,1312,1709,1574,1172,1773,1795,1197,1395,1757,2115,1636
DHA2_153874,750,577,611,454,375,390,360,442,681,597,1167,1009,1290,488,804,862
DHA2_153875,24060,22296,22111,19114,18482,14473,21199,19796,26307,26661,38815,31055,37237,26863,35934,37517
DHA2_153879,29,20,55,48,71,45,52,79,231,242,69,43,56,15,59,27
DHA2_153880,12552,12602,14050,13027,16604,11818,10236,11638,13196,14525,25286,18078,20055,15272,19827,17505
DHA2_153881,4035,4807,3758,3718,3892,2653,3581,3706,4214,5714,7661,5704,5892,5972,7049,6925
DHA2_153882,6813,8482,6785,7964,8632,7818,6124,7954,7350,9646,12209,10236,10580,10110,12269,11256
DHA2_153884,75809,96154,61172,58378,72914,89959,71440,86646,72596,101587,129787,100051,121876,104217,139959,129497
DHA2_153885,2591,7010,2896,3356,4327,6798,3096,6681,2231,7329,3979,3251,3334,7011,7370,6183
DHA2_153886,7795,7814,6350,5610,6866,5950,7015,7703,7778,10706,16778,11031,13400,10877,13663,13975
DHA2_153887,51,107,67,83,88,85,57,102,42,87,244,205,208,296,279,293
DHA2_153888,91,226,96,102,153,109,84,116,62,135,446,323,337,462,454,483
DHA2_153891,67,148,73,151,124,108,66,111,93,184,289,261,268,356,413,429
DHA2_153894,1674,1616,1552,1365,2034,1850,2524,1901,1841,1834,1912,1319,1337,1894,1921,1770
DHA2_153897,9317,12661,12220,11863,12920,11678,9113,13578,7581,9670,12070,9312,9861,11465,12389,11527
DHA2_153901,6599,6320,8177,6786,4323,3755,3820,3738,1810,1441,1948,1665,1915,1597,1964,2066
DHA2_153903,4952,4993,1805,1722,4399,3595,2127,1953,425,523,499,463,370,676,763,561
DHA2_153909,578,598,859,963,140,104,194,205,11,17,1042,754,763,612,851,834
DHA2_153910,3445,4047,5329,5524,2760,1999,2111,2341,2687,2831,6703,4899,5712,4094,5717,5417
DHA2_153914,2393,2985,1912,1856,2144,2727,1485,2676,2029,5456,3190,2086,2667,2122,2435,2785
DHA2_153915,11512,14767,20863,35261,111206,78048,55910,82964,76947,93762,12796,8162,5768,41530,47536,26273
DHA2_153916,14032,13715,11724,11916,12076,9993,11035,12497,11705,13930,17656,12946,13687,14211,16018,15376
DHA2_153917,8976,10694,7975,7769,8441,8290,7690,10209,8708,12689,9287,8130,7765,7714,10188,8854
DHA2_153918,3453,4254,3276,3220,3197,3351,2421,3617,3175,4489,3188,2923,2800,2882,3928,3377
DHA2_153919,2625,2614,2413,2300,2053,1524,1821,2164,2830,3386,3058,2518,2705,2522,3024,3244
DHA2_153920,1462,1279,1611,1104,1698,792,1385,1176,1273,1368,1638,1222,1183,1230,1393,1260
DHA2_153921,1587,1099,1345,1041,947,595,966,858,1432,1167,2119,1538,1780,1001,1432,1602
DHA2_153922,728,775,549,478,704,637,817,782,699,950,800,541,601,788,957,717
DHA2_153923,2899,3173,2498,2162,2812,2928,1917,2660,2800,3506,2575,2430,2359,2145,2880,2610
DHA2_153924,13026,18748,13984,14541,15406,16802,11788,17237,14938,21807,12565,10489,10466,14338,15518,13941
DHA2_153927,1511,2565,1117,1233,1528,1504,1141,2071,1456,3077,1729,1625,1210,2346,2820,2128
DHA2_153929,6835,9908,11727,12324,17855,21492,12545,14409,26479,39879,11213,7499,9380,11093,11009,10398
DHA2_153930,1611,1484,397,483,1103,1313,1288,1450,942,1291,89,57,79,51,33,79
DHA2_153932,6675,6257,14156,11829,10095,8972,11848,9351,11934,8426,18430,13275,15209,15801,16717,17755
DHA2_153934,3923,2925,4337,3770,2081,1762,2639,2370,4355,3447,7423,5478,6482,5125,5610,7228
DHA2_153935,614,946,2090,1544,1367,1246,1054,1116,1467,1612,4105,2953,3669,3265,3427,3813
DHA2_153936,5083,5795,5312,4485,4884,4114,4250,4958,4758,5720,9610,7217,8034,8012,9430,9314
DHA2_153937,2360,1706,1688,1413,1323,1489,1438,1382,2551,2343,4481,3968,4114,2065,3364,3147
DHA2_153938,2391,2983,1392,1379,2519,2752,1516,1806,2223,2416,2533,2897,2346,2176,3480,2577
DHA2_153939,7496,8711,5849,5842,10688,11988,4997,7021,7284,10046,9447,10063,8721,8415,12552,10037
DHA2_153940,14018,17463,11905,17449,25083,29169,6190,9027,16969,20854,26451,21153,18288,24878,33258,28426
DHA2_153942,1312,1357,317,340,720,730,1020,948,566,559,857,613,678,524,757,751
DHA2_153945,4866,4824,1026,1030,2194,1920,3293,3007,733,772,2824,2234,2261,2270,2727,2856
DHA2_153946,3458,2843,2438,2073,2733,1838,2412,1993,4630,3445,6913,5730,5208,3589,4040,4318
DHA2_153947,26571,27331,21461,19831,26830,28904,23925,26662,25424,41448,44518,32969,41698,43210,46328,46169
DHA2_153948,1516,1440,1163,996,1379,1119,1435,1197,1520,1784,2732,1965,2450,2017,2461,2399
DHA2_153949,6345,9146,6552,6783,10758,11178,6900,9742,6077,11621,10847,7932,9352,12299,13580,10988
DHA2_153950,6168,8724,5609,6520,10013,10970,5613,7855,5584,10470,10050,8311,8728,9328,12264,10323
DHA2_153953,550,1666,557,910,1705,2276,730,1381,601,1972,711,622,562,1107,1427,985
DHA2_153958,2644,2244,2760,2235,3035,2237,1987,2323,4064,3391,4972,4193,4445,2627,3783,3737
DHA2_153959,762,702,710,796,608,429,543,530,963,879,1561,1293,1379,1092,1551,1659
DHA2_153960,700,557,573,603,517,328,472,410,794,661,1237,1054,1029,916,1277,1429
DHA2_153961,2380,2232,2200,2183,1827,1164,1665,1698,2676,2567,4451,3621,3895,3504,4673,4903
DHA2_153963,1403,1392,1292,1189,1166,731,1233,908,1735,1465,2409,1909,2250,1875,2442,2706
DHA2_153964,3635,3254,3063,2979,2666,1770,2136,1602,4206,3755,5295,4399,4902,4243,5487,5848
DHA2_153965,889,605,686,609,613,393,605,526,919,731,1095,1017,1093,631,946,936
DHA2_15397,23232,20272,20119,17737,25390,26918,15989,18296,18832,27525,23678,18371,18168,18837,19194,18026
DHA2_153970,4212,5795,2148,1703,5659,5669,3987,5033,3099,4071,4628,3622,3438,5683,6358,5341
DHA2_153971,12949,19779,27976,27735,29512,28969,27802,27889,30608,42634,45107,34678,38054,48627,58315,48755
DHA2_153974,181,612,152,122,134,308,123,353,419,1374,69,67,49,69,124,70
DHA2_15398,19224,13395,9910,6790,13347,11710,13599,9887,14647,15655,19039,14180,17372,12265,13456,14938
DHA2_153982,91,137,303,428,158,212,138,221,304,437,274,185,255,282,380,330
DHA2_153985,17791,30161,31712,37184,20240,19246,11855,17180,14365,27236,23603,18207,20551,25357,34200,27821
DHA2_153986,239,315,293,236,74,90,138,104,159,220,218,218,150,247,327,250
DHA2_153987,5392,6365,5441,6273,6043,4718,4489,4940,7375,7733,4997,4785,4824,4359,6309,5300
DHA2_153990,2656,2389,2906,2883,1493,1294,1211,1496,1197,1286,2972,2476,2678,1956,2793,2497
DHA2_153992,331,1348,394,507,485,735,268,385,289,1036,366,275,282,632,657,452
DHA2_153995,4906,5262,8370,5717,4455,4357,5096,4455,8651,6574,9815,7258,8551,4487,6059,7061
DHA2_154000,31979,75440,43165,148544,54742,63113,38487,78151,30770,73134,52618,36468,25881,139427,162447,69453
DHA2_154004,134,428,132,389,136,244,89,165,101,122,64,37,40,90,114,79
DHA2_154006,2578,1745,1503,1149,502,288,608,381,724,353,1134,1058,1079,701,975,1023
DHA2_154010,17904,12984,9575,5766,6288,3630,11854,7404,1660,2029,14043,10772,14362,12297,14499,16136
DHA2_154011,5492,6954,4949,4089,6166,7203,5440,6030,5860,6949,5975,4439,5145,5911,5625,6145
DHA2_154012,13521,24130,14755,21087,20122,28763,8224,15560,16855,38864,17210,12739,12398,24126,27598,23608
DHA2_154013,3928,3202,2888,2559,3154,2553,2628,2420,3040,3850,4970,3543,4002,3439,4631,4659
DHA2_154031,192,189,66,47,85,55,69,134,1582,1856,70,53,67,50,68,45
DHA2_154040,12425,11001,10521,9905,10076,8977,9592,9899,10438,10534,15298,10889,12363,8163,11673,11533
DHA2_154043,5115,3965,13941,10105,4239,2130,5109,2991,4036,2147,172,128,188,78,81,114
DHA2_154045,167,128,652,621,332,159,405,380,142,71,18,26,12,19,31,22
DHA2_154046,228,155,1389,1150,604,298,750,591,257,133,220,155,184,134,171,202
DHA2_154047,757,595,3131,2681,1157,642,1437,1180,570,337,159,174,188,121,248,197
DHA2_154048,1556,1313,4035,3584,2113,1300,2616,2247,1193,830,657,551,538,492,541,664
DHA2_154057,4086,3109,24,11,531,417,1155,612,6300,3867,16,22,36,28,37,40
DHA2_154068,12109,6009,3934,4760,4611,2690,6012,3984,3616,4367,6294,4257,4265,5261,5228,5284
DHA2_154081,37,53,20,35,17,19,37,63,41,80,140,88,95,161,129,142
DHA2_154089,461,582,5611,5457,476,316,340,304,12325,12606,12495,8363,7921,11410,12483,10245
